Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
100.69,0.027544,0.033333,30,7.0706,7.8969,81.158,25.353,34.143,261.61,36.834,3.9444,0.0099464,vapor
105.69,0.028948,0.033333,30,7.1972,8.0656,82.385,25.275,34.003,268.24,32.584,4.1294,0.010506,vapor
110.69,0.03035,0.033333,30,7.3234,8.2339,83.552,25.218,33.899,274.7,29.171,4.3164,0.011075,vapor
115.69,0.031749,0.033333,30,7.4494,8.4019,84.665,25.176,33.818,280.99,26.37,4.5051,0.011651,vapor
120.69,0.033147,0.033333,30,7.5752,8.5696,85.729,25.144,33.755,287.14,24.032,4.6949,0.012232,vapor
125.69,0.034544,0.033333,30,7.7008,8.7372,86.749,25.119,33.704,293.16,22.051,4.8857,0.012817,vapor
130.69,0.03594,0.033333,30,7.8264,8.9046,87.729,25.101,33.664,299.05,20.352,5.0769,0.013404,vapor
135.69,0.037335,0.033333,30,7.9519,9.0719,88.671,25.087,33.631,304.81,18.879,5.2685,0.013994,vapor
140.69,0.038729,0.033333,30,8.0773,9.2391,89.578,25.077,33.605,310.47,17.589,5.4602,0.014584,vapor
145.69,0.040123,0.033333,30,8.2026,9.4063,90.454,25.071,33.585,316.02,16.45,5.6517,0.015175,vapor
150.69,0.041516,0.033333,30,8.328,9.5735,91.3,25.067,33.569,321.47,15.437,5.8429,0.015766,vapor
155.69,0.042909,0.033333,30,8.4533,9.7406,92.118,25.067,33.558,326.82,14.53,6.0337,0.016358,vapor
160.69,0.044301,0.033333,30,8.5787,9.9077,92.911,25.07,33.551,332.08,13.711,6.224,0.016949,vapor
165.69,0.045693,0.033333,30,8.704,10.075,93.679,25.077,33.549,337.25,12.969,6.4136,0.01754,vapor
170.69,0.047085,0.033333,30,8.8294,10.242,94.425,25.086,33.551,342.34,12.294,6.6025,0.018132,vapor
175.69,0.048476,0.033333,30,8.9549,10.409,95.149,25.1,33.557,347.35,11.675,6.7905,0.018724,vapor
180.69,0.049867,0.033333,30,9.0804,10.576,95.854,25.118,33.568,352.27,11.106,6.9777,0.019317,vapor
185.69,0.051258,0.033333,30,9.2061,10.744,96.539,25.14,33.584,357.12,10.581,7.164,0.019913,vapor
190.69,0.052649,0.033333,30,9.3319,10.911,97.208,25.167,33.606,361.89,10.095,7.3494,0.02052,vapor
195.69,0.05404,0.033333,30,9.4578,11.079,97.86,25.2,33.633,366.58,9.6427,7.5337,0.021091,vapor
200.69,0.05543,0.033333,30,9.5839,11.247,98.496,25.237,33.666,371.21,9.2214,7.717,0.021675,vapor
205.69,0.05682,0.033333,30,9.7102,11.415,99.117,25.281,33.706,375.76,8.8275,7.8993,0.022263,vapor
210.69,0.058211,0.033333,30,9.8367,11.583,99.725,25.331,33.752,380.24,8.4583,8.0805,0.022854,vapor
215.69,0.059601,0.033333,30,9.9635,11.751,100.32,25.388,33.804,384.65,8.1114,8.2606,0.023447,vapor
220.69,0.060991,0.033333,30,10.091,11.92,100.9,25.451,33.864,389,7.7846,8.4396,0.024044,vapor
225.69,0.062381,0.033333,30,10.218,12.089,101.47,25.522,33.932,393.28,7.4763,8.6175,0.024644,vapor
230.69,0.063771,0.033333,30,10.346,12.259,102.03,25.6,34.006,397.49,7.1847,8.7943,0.025247,vapor
235.69,0.06516,0.033333,30,10.474,12.429,102.58,25.685,34.089,401.64,6.9085,8.9701,0.025855,vapor
240.69,0.06655,0.033333,30,10.603,12.599,103.12,25.778,34.179,405.72,6.6465,9.1447,0.026467,vapor
245.69,0.06794,0.033333,30,10.732,12.77,103.65,25.879,34.277,409.75,6.3975,9.3182,0.027085,vapor
250.69,0.069329,0.033333,30,10.861,12.941,104.18,25.988,34.384,413.71,6.1606,9.4906,0.027708,vapor
255.69,0.070718,0.033333,30,10.992,13.113,104.69,26.104,34.498,417.61,5.9348,9.6619,0.028336,vapor
260.69,0.072108,0.033333,30,11.123,13.286,105.2,26.229,34.62,421.46,5.7195,9.8321,0.02897,vapor
265.69,0.073497,0.033333,30,11.254,13.459,105.7,26.361,34.751,425.24,5.514,10.001,0.029611,vapor
270.69,0.074886,0.033333,30,11.386,13.633,106.19,26.502,34.889,428.98,5.3175,10.169,0.030259,vapor
275.69,0.076276,0.033333,30,11.519,13.807,106.68,26.65,35.035,432.65,5.1296,10.336,0.030913,vapor
280.69,0.077665,0.033333,30,11.653,13.983,107.16,26.805,35.189,436.28,4.9497,10.502,0.031575,vapor
285.69,0.079054,0.033333,30,11.787,14.159,107.63,26.969,35.35,439.85,4.7774,10.667,0.032245,vapor
290.69,0.080443,0.033333,30,11.922,14.336,108.1,27.139,35.519,443.37,4.6122,10.831,0.032922,vapor
295.69,0.081832,0.033333,30,12.059,14.513,108.57,27.317,35.696,446.84,4.4538,10.994,0.033606,vapor
300.69,0.083221,0.033333,30,12.196,14.692,109.03,27.502,35.879,450.27,4.3018,11.156,0.034299,vapor
305.69,0.08461,0.033333,30,12.334,14.872,109.48,27.694,36.069,453.65,4.1559,11.317,0.035,vapor
310.69,0.085999,0.033333,30,12.472,15.052,109.93,27.892,36.266,456.98,4.0157,11.476,0.03571,vapor
315.69,0.087388,0.033333,30,12.612,15.234,110.38,28.097,36.47,460.27,3.881,11.635,0.036427,vapor
320.69,0.088777,0.033333,30,12.753,15.417,110.82,28.308,36.68,463.53,3.7516,11.793,0.037153,vapor
325.69,0.090166,0.033333,30,12.896,15.601,111.26,28.525,36.896,466.74,3.6271,11.95,0.037888,vapor
330.69,0.091555,0.033333,30,13.039,15.785,111.7,28.748,37.117,469.91,3.5074,12.106,0.038631,vapor
335.69,0.092943,0.033333,30,13.183,15.971,112.13,28.976,37.344,473.04,3.3922,12.261,0.039382,vapor
340.69,0.094332,0.033333,30,13.329,16.158,112.56,29.21,37.577,476.14,3.2814,12.415,0.040143,vapor
345.69,0.095721,0.033333,30,13.475,16.347,112.99,29.449,37.814,479.2,3.1747,12.568,0.040911,vapor
350.69,0.09711,0.033333,30,13.623,16.536,113.41,29.692,38.057,482.23,3.0719,12.721,0.041688,vapor
355.69,0.098498,0.033333,30,13.772,16.727,113.83,29.94,38.304,485.23,2.973,12.872,0.042473,vapor
360.69,0.099887,0.033333,30,13.922,16.919,114.25,30.192,38.555,488.2,2.8777,13.023,0.043267,vapor
365.69,0.10128,0.033333,30,14.074,17.112,114.67,30.449,38.811,491.13,2.7859,13.172,0.044069,vapor
370.69,0.10266,0.033333,30,14.227,17.307,115.09,30.709,39.07,494.04,2.6974,13.321,0.044879,vapor
375.69,0.10405,0.033333,30,14.381,17.503,115.5,30.973,39.333,496.92,2.6121,13.469,0.045697,vapor
380.69,0.10544,0.033333,30,14.537,17.7,115.91,31.24,39.599,499.78,2.5299,13.616,0.046523,vapor
385.69,0.10683,0.033333,30,14.694,17.898,116.32,31.511,39.869,502.6,2.4506,13.762,0.047357,vapor
390.69,0.10822,0.033333,30,14.852,18.098,116.73,31.784,40.142,505.41,2.3742,13.908,0.048198,vapor
395.69,0.10961,0.033333,30,15.011,18.3,117.13,32.061,40.418,508.19,2.3004,14.053,0.049047,vapor
400.69,0.111,0.033333,30,15.172,18.502,117.54,32.34,40.696,510.94,2.2293,14.197,0.049904,vapor
405.69,0.11238,0.033333,30,15.335,18.706,117.94,32.621,40.977,513.68,2.1606,14.34,0.050768,vapor
410.69,0.11377,0.033333,30,15.499,18.912,118.34,32.905,41.26,516.39,2.0943,14.482,0.051639,vapor
415.69,0.11516,0.033333,30,15.664,19.119,118.74,33.191,41.545,519.08,2.0304,14.624,0.052518,vapor
420.69,0.11655,0.033333,30,15.83,19.327,119.14,33.479,41.832,521.75,1.9686,14.765,0.053403,vapor
425.69,0.11794,0.033333,30,15.999,19.537,119.54,33.768,42.121,524.4,1.9089,14.905,0.054296,vapor
430.69,0.11933,0.033333,30,16.168,19.748,119.93,34.059,42.412,527.04,1.8513,15.044,0.055195,vapor
435.69,0.12072,0.033333,30,16.339,19.961,120.33,34.352,42.704,529.65,1.7956,15.183,0.0561,vapor
440.69,0.1221,0.033333,30,16.512,20.175,120.72,34.646,42.997,532.25,1.7418,15.321,0.057012,vapor
445.69,0.12349,0.033333,30,16.686,20.39,121.12,34.941,43.292,534.83,1.6898,15.458,0.057931,vapor
450.69,0.12488,0.033333,30,16.861,20.608,121.51,35.238,43.588,537.4,1.6396,15.595,0.058855,vapor
455.69,0.12627,0.033333,30,17.038,20.826,121.9,35.535,43.885,539.95,1.591,15.731,0.059786,vapor
460.69,0.12766,0.033333,30,17.216,21.046,122.29,35.834,44.183,542.48,1.544,15.866,0.060723,vapor
465.69,0.12905,0.033333,30,17.396,21.268,122.67,36.133,44.481,545,1.4985,16.001,0.061665,vapor
470.69,0.13043,0.033333,30,17.578,21.491,123.06,36.432,44.78,547.5,1.4545,16.135,0.062613,vapor
475.69,0.13182,0.033333,30,17.761,21.715,123.45,36.732,45.08,549.99,1.4119,16.268,0.063567,vapor
480.69,0.13321,0.033333,30,17.945,21.941,123.83,37.033,45.38,552.47,1.3707,16.401,0.064526,vapor
485.69,0.1346,0.033333,30,18.131,22.169,124.22,37.334,45.681,554.93,1.3308,16.533,0.065491,vapor
490.69,0.13599,0.033333,30,18.318,22.398,124.6,37.636,45.982,557.38,1.2922,16.665,0.066461,vapor
495.69,0.13738,0.033333,30,18.507,22.629,124.99,37.937,46.283,559.81,1.2548,16.796,0.067435,vapor
500.69,0.13876,0.033333,30,18.698,22.861,125.37,38.239,46.585,562.24,1.2185,16.926,0.068415,vapor
505.69,0.14015,0.033333,30,18.89,23.094,125.75,38.541,46.886,564.65,1.1834,17.055,0.0694,vapor
510.69,0.14154,0.033333,30,19.083,23.329,126.13,38.843,47.188,567.05,1.1494,17.185,0.07039,vapor
515.69,0.14293,0.033333,30,19.278,23.566,126.51,39.145,47.489,569.44,1.1164,17.313,0.071384,vapor
520.69,0.14432,0.033333,30,19.475,23.804,126.89,39.446,47.79,571.81,1.0844,17.441,0.072383,vapor
525.69,0.14571,0.033333,30,19.673,24.044,127.27,39.748,48.092,574.18,1.0534,17.568,0.073386,vapor
530.69,0.14709,0.033333,30,19.872,24.285,127.65,40.049,48.393,576.54,1.0233,17.695,0.074394,vapor
535.69,0.14848,0.033333,30,20.073,24.528,128.02,40.35,48.693,578.88,0.99411,17.822,0.075406,vapor
540.69,0.14987,0.033333,30,20.276,24.772,128.4,40.651,48.994,581.21,0.96579,17.947,0.076422,vapor
545.69,0.15126,0.033333,30,20.48,25.017,128.77,40.951,49.294,583.54,0.9383,18.073,0.077442,vapor
550.69,0.15265,0.033333,30,20.685,25.265,129.15,41.251,49.593,585.85,0.91162,18.197,0.078466,vapor
555.69,0.15403,0.033333,30,20.892,25.513,129.52,41.551,49.893,588.15,0.88571,18.321,0.079495,vapor
560.69,0.15542,0.033333,30,21.101,25.763,129.9,41.85,50.191,590.45,0.86056,18.445,0.080527,vapor
565.69,0.15681,0.033333,30,21.311,26.015,130.27,42.149,50.49,592.73,0.83612,18.568,0.081562,vapor
570.69,0.1582,0.033333,30,21.522,26.268,130.64,42.447,50.787,595.01,0.81239,18.691,0.082602,vapor
575.69,0.15959,0.033333,30,21.735,26.523,131.01,42.744,51.085,597.27,0.78932,18.813,0.083645,vapor
580.69,0.16098,0.033333,30,21.95,26.779,131.38,43.041,51.381,599.53,0.7669,18.935,0.084691,vapor
585.69,0.16236,0.033333,30,22.166,27.036,131.76,43.337,51.677,601.78,0.74511,19.056,0.085741,vapor
590.69,0.16375,0.033333,30,22.383,27.296,132.12,43.633,51.972,604.02,0.72393,19.177,0.086795,vapor
595.69,0.16514,0.033333,30,22.602,27.556,132.49,43.927,52.267,606.25,0.70333,19.297,0.087851,vapor
600.69,0.16653,0.033333,30,22.822,27.818,132.86,44.222,52.561,608.47,0.68329,19.417,0.088911,vapor
605.69,0.16792,0.033333,30,23.044,28.082,133.23,44.515,52.854,610.68,0.6638,19.536,0.089974,vapor
610.69,0.1693,0.033333,30,23.267,28.347,133.6,44.808,53.146,612.89,0.64484,19.655,0.09104,vapor
615.69,0.17069,0.033333,30,23.492,28.613,133.96,45.099,53.438,615.08,0.62639,19.774,0.092109,vapor
620.69,0.17208,0.033333,30,23.718,28.881,134.33,45.39,53.728,617.27,0.60843,19.892,0.093181,vapor
603.15,0.16728,0.033333,30,12.64,17.659,208.05,21.817,30.143,497.69,0.010969,29.687,0.045028,vapor
