Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
111.51,0.1,0.11186,8.9395,7.2969,8.1908,73.456,25.904,35.558,271.33,29.808,4.3184,0.011393,vapor
115.69,0.1,0.10738,9.3129,7.4076,8.3388,74.759,25.707,35.17,277.1,27.178,4.484,0.011837,vapor
120.69,0.1,0.10252,9.7545,7.5384,8.5138,76.24,25.549,34.839,283.75,24.626,4.6806,0.012387,vapor
125.69,0.1,0.098112,10.192,7.6681,8.6874,77.649,25.437,34.593,290.18,22.504,4.8762,0.012951,vapor
130.69,0.1,0.094095,10.628,7.7971,8.8598,78.994,25.354,34.403,296.42,20.7,5.0712,0.013524,vapor
135.69,0.1,0.090414,11.06,7.9254,9.0315,80.283,25.291,34.254,302.48,19.148,5.2656,0.014102,vapor
140.69,0.1,0.087024,11.491,8.0533,9.2024,81.52,25.244,34.135,308.4,17.797,5.4594,0.014683,vapor
145.69,0.1,0.083891,11.92,8.1808,9.3729,82.711,25.209,34.039,314.17,16.612,5.6526,0.015267,vapor
150.69,0.1,0.080984,12.348,8.308,9.5429,83.858,25.182,33.962,319.82,15.563,5.8452,0.015853,vapor
155.69,0.1,0.078279,12.775,8.435,9.7125,84.965,25.164,33.901,325.34,14.627,6.0369,0.016439,vapor
160.69,0.1,0.075755,13.201,8.5618,9.8819,86.036,25.152,33.851,330.75,13.788,6.228,0.017026,vapor
165.69,0.1,0.073393,13.625,8.6885,10.051,87.073,25.147,33.813,336.06,13.03,6.4181,0.017614,vapor
170.69,0.1,0.071177,14.049,8.8151,10.22,88.077,25.147,33.785,341.27,12.341,6.6074,0.018202,vapor
175.69,0.1,0.069095,14.473,8.9416,10.389,89.053,25.152,33.765,346.38,11.712,6.7958,0.018792,vapor
180.69,0.1,0.067133,14.896,9.0681,10.558,90,25.163,33.754,351.4,11.135,6.9832,0.019383,vapor
185.69,0.1,0.065282,15.318,9.1946,10.726,90.921,25.18,33.75,356.33,10.604,7.1696,0.019978,vapor
190.69,0.1,0.063533,15.74,9.3212,10.895,91.818,25.202,33.755,361.18,10.113,7.355,0.020588,vapor
195.69,0.1,0.061876,16.161,9.4479,11.064,92.692,25.23,33.767,365.94,9.6566,7.5394,0.02115,vapor
200.69,0.1,0.060305,16.582,9.5746,11.233,93.544,25.264,33.787,370.63,9.2321,7.7226,0.021729,vapor
205.69,0.1,0.058812,17.003,9.7016,11.402,94.376,25.305,33.814,375.24,8.8357,7.9048,0.022312,vapor
210.69,0.1,0.057393,17.424,9.8287,11.571,95.188,25.352,33.85,379.77,8.4645,8.0859,0.022899,vapor
215.69,0.1,0.056042,17.844,9.956,11.74,95.983,25.407,33.893,384.23,8.1159,8.2659,0.023489,vapor
220.69,0.1,0.054754,18.264,10.084,11.91,96.76,25.468,33.945,388.62,7.7879,8.4448,0.024083,vapor
225.69,0.1,0.053524,18.683,10.212,12.08,97.521,25.537,34.005,392.93,7.4785,8.6226,0.02468,vapor
230.69,0.1,0.052348,19.103,10.34,12.25,98.267,25.613,34.073,397.18,7.1861,8.7992,0.025281,vapor
235.69,0.1,0.051224,19.522,10.468,12.421,98.998,25.697,34.149,401.36,6.9093,8.9748,0.025887,vapor
240.69,0.1,0.050148,19.941,10.597,12.592,99.716,25.789,34.234,405.48,6.6467,9.1492,0.026497,vapor
245.69,0.1,0.049116,20.36,10.727,12.763,100.42,25.889,34.327,409.53,6.3973,9.3225,0.027112,vapor
250.69,0.1,0.048126,20.779,10.857,12.935,101.11,25.996,34.428,413.51,6.1601,9.4948,0.027733,vapor
255.69,0.1,0.047176,21.197,10.988,13.107,101.79,26.112,34.538,417.44,5.9341,9.6659,0.02836,vapor
260.69,0.1,0.046263,21.616,11.119,13.28,102.46,26.236,34.657,421.3,5.7187,9.8359,0.028993,vapor
265.69,0.1,0.045384,22.034,11.25,13.454,103.12,26.368,34.784,425.11,5.513,10.005,0.029632,vapor
270.69,0.1,0.044539,22.452,11.383,13.628,103.77,26.507,34.919,428.85,5.3165,10.173,0.030278,vapor
275.69,0.1,0.043725,22.87,11.516,13.803,104.41,26.655,35.062,432.54,5.1285,10.34,0.030931,vapor
280.69,0.1,0.04294,23.288,11.65,13.979,105.05,26.81,35.213,436.18,4.9487,10.505,0.031592,vapor
285.69,0.1,0.042183,23.706,11.785,14.155,105.67,26.973,35.372,439.77,4.7764,10.67,0.032259,vapor
290.69,0.1,0.041453,24.124,11.92,14.332,106.28,27.143,35.539,443.3,4.6112,10.834,0.032935,vapor
295.69,0.1,0.040747,24.542,12.056,14.511,106.89,27.32,35.713,446.78,4.4529,10.996,0.033619,vapor
300.69,0.1,0.040065,24.959,12.194,14.69,107.49,27.505,35.894,450.22,4.3009,11.158,0.03431,vapor
305.69,0.1,0.039406,25.377,12.332,14.87,108.09,27.696,36.083,453.6,4.155,11.319,0.03501,vapor
310.69,0.1,0.038768,25.794,12.471,15.05,108.67,27.894,36.278,456.95,4.0149,11.478,0.035719,vapor
315.69,0.1,0.038151,26.212,12.611,15.232,109.25,28.099,36.48,460.24,3.8803,11.637,0.036435,vapor
320.69,0.1,0.037553,26.629,12.752,15.415,109.83,28.31,36.688,463.5,3.751,11.794,0.03716,vapor
