Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
90.694,0.01,0.013348,74.917,6.8329,7.582,86.208,25.199,33.761,249.3,47.696,3.5997,0.0087906,vapor
95.694,0.01,0.012637,79.13,6.9593,7.7506,88.017,25.135,33.649,256.25,41.11,3.7757,0.0093343,vapor
100.69,0.01,0.012,83.332,7.0853,7.9186,89.729,25.093,33.571,262.99,36.027,3.9554,0.0098905,vapor
105.69,0.01,0.011425,87.526,7.211,8.0863,91.354,25.064,33.515,269.55,31.997,4.1382,0.010456,vapor
110.69,0.01,0.010903,91.715,7.3366,8.2538,92.902,25.043,33.473,275.94,28.73,4.3235,0.011028,vapor
115.69,0.01,0.010428,95.899,7.4621,8.421,94.38,25.029,33.443,282.18,26.032,4.5106,0.011606,vapor
120.69,0.01,0.0099921,100.08,7.5874,8.5882,95.795,25.018,33.42,288.28,23.77,4.6991,0.012188,vapor
125.69,0.01,0.0095917,104.26,7.7127,8.7553,97.151,25.011,33.402,294.24,21.846,4.8887,0.012773,vapor
130.69,0.01,0.0092224,108.43,7.8379,8.9222,98.454,25.007,33.389,300.08,20.189,5.0789,0.01336,vapor
135.69,0.01,0.0088806,112.61,7.9631,9.0891,99.707,25.004,33.379,305.81,18.749,5.2696,0.013949,vapor
140.69,0.01,0.0085634,116.78,8.0883,9.256,100.91,25.004,33.372,311.42,17.484,5.4604,0.014538,vapor
145.69,0.01,0.0082681,120.95,8.2134,9.4229,102.08,25.005,33.368,316.93,16.365,5.6511,0.015129,vapor
150.69,0.01,0.0079926,125.12,8.3386,9.5897,103.21,25.008,33.367,322.35,15.367,5.8417,0.015719,vapor
155.69,0.01,0.0077349,129.28,8.4637,9.7565,104.3,25.014,33.369,327.66,14.472,6.0319,0.016309,vapor
160.69,0.01,0.0074934,133.45,8.5889,9.9234,105.35,25.022,33.373,332.89,13.663,6.2216,0.016899,vapor
165.69,0.01,0.0072666,137.62,8.7141,10.09,106.37,25.032,33.38,338.03,12.929,6.4107,0.017489,vapor
170.69,0.01,0.0070531,141.78,8.8394,10.257,107.37,25.045,33.391,343.09,12.26,6.5991,0.018079,vapor
175.69,0.01,0.0068518,145.95,8.9647,10.424,108.33,25.062,33.406,348.06,11.647,6.7867,0.018668,vapor
180.69,0.01,0.0066617,150.11,9.0902,10.591,109.27,25.083,33.424,352.96,11.083,6.9735,0.019258,vapor
185.69,0.01,0.0064819,154.27,9.2157,10.758,110.18,25.107,33.447,357.78,10.561,7.1594,0.01985,vapor
190.69,0.01,0.0063116,158.44,9.3414,10.926,111.07,25.137,33.474,362.52,10.078,7.3444,0.020446,vapor
195.69,0.01,0.00615,162.6,9.4672,11.093,111.94,25.171,33.507,367.19,9.6293,7.5284,0.021027,vapor
200.69,0.01,0.0059965,166.76,9.5932,11.261,112.78,25.21,33.545,371.79,9.2104,7.7114,0.021614,vapor
205.69,0.01,0.0058505,170.93,9.7194,11.429,113.61,25.256,33.589,376.32,8.8186,7.8933,0.022204,vapor
210.69,0.01,0.0057114,175.09,9.8459,11.597,114.41,25.307,33.64,380.78,8.4511,8.0742,0.022796,vapor
215.69,0.01,0.0055788,179.25,9.9726,11.765,115.2,25.365,33.697,385.17,8.1058,8.2541,0.02339,vapor
220.69,0.01,0.0054522,183.41,10.1,11.934,115.98,25.43,33.76,389.5,7.7804,8.4329,0.023988,vapor
225.69,0.01,0.0053313,187.57,10.227,12.103,116.73,25.501,33.831,393.75,7.4732,8.6106,0.024588,vapor
230.69,0.01,0.0052156,191.73,10.355,12.272,117.48,25.58,33.909,397.95,7.1827,8.7872,0.025192,vapor
235.69,0.01,0.0051048,195.89,10.483,12.442,118.2,25.666,33.995,402.08,6.9074,8.9627,0.025801,vapor
240.69,0.01,0.0049987,200.05,10.611,12.612,118.92,25.76,34.088,406.14,6.6461,9.1371,0.026414,vapor
245.69,0.01,0.0048968,204.21,10.741,12.783,119.62,25.862,34.189,410.15,6.3978,9.3104,0.027031,vapor
250.69,0.01,0.004799,208.37,10.87,12.954,120.31,25.971,34.298,414.09,6.1615,9.4827,0.027654,vapor
255.69,0.01,0.0047051,212.53,11,13.126,120.99,26.089,34.414,417.98,5.9362,9.6538,0.028283,vapor
260.69,0.01,0.0046148,216.69,11.131,13.298,121.66,26.214,34.539,421.81,5.7214,9.8239,0.028918,vapor
265.69,0.01,0.0045279,220.85,11.263,13.471,122.31,26.347,34.671,425.58,5.5162,9.9929,0.029559,vapor
270.69,0.01,0.0044442,225.01,11.395,13.645,122.96,26.488,34.812,429.29,5.3201,10.161,0.030207,vapor
275.69,0.01,0.0043635,229.17,11.527,13.819,123.6,26.636,34.96,432.95,5.1325,10.328,0.030862,vapor
280.69,0.01,0.0042857,233.33,11.661,13.994,124.23,26.792,35.116,436.56,4.9529,10.493,0.031523,vapor
285.69,0.01,0.0042107,237.49,11.795,14.17,124.85,26.956,35.279,440.12,4.7808,10.658,0.032193,vapor
290.69,0.01,0.0041382,241.65,11.931,14.347,125.47,27.127,35.45,443.63,4.6159,10.822,0.03287,vapor
295.69,0.01,0.0040682,245.81,12.067,14.525,126.07,27.305,35.628,447.09,4.4576,10.985,0.033555,vapor
300.69,0.01,0.0040005,249.97,12.204,14.703,126.67,27.491,35.813,450.5,4.3058,11.146,0.034248,vapor
305.69,0.01,0.003935,254.13,12.342,14.883,127.26,27.683,36.005,453.86,4.1599,11.307,0.034949,vapor
310.69,0.01,0.0038716,258.29,12.481,15.064,127.85,27.882,36.203,457.19,4.0199,11.467,0.035659,vapor
315.69,0.01,0.0038103,262.45,12.621,15.245,128.43,28.087,36.408,460.47,3.8853,11.626,0.036376,vapor
320.69,0.01,0.0037508,266.61,12.762,15.428,129,28.298,36.619,463.7,3.7559,11.783,0.037103,vapor
325.69,0.01,0.0036932,270.77,12.904,15.611,129.57,28.515,36.836,466.9,3.6315,11.94,0.037837,vapor
330.69,0.01,0.0036374,274.92,13.047,15.796,130.13,28.739,37.059,470.06,3.5118,12.096,0.03858,vapor
335.69,0.01,0.0035832,279.08,13.191,15.982,130.69,28.967,37.287,473.18,3.3967,12.251,0.039332,vapor
340.69,0.01,0.0035306,283.24,13.336,16.169,131.24,29.201,37.521,476.27,3.2858,12.405,0.040092,vapor
345.69,0.01,0.0034795,287.4,13.483,16.357,131.79,29.44,37.76,479.32,3.1791,12.558,0.040861,vapor
350.69,0.01,0.0034298,291.56,13.631,16.546,132.34,29.683,38.003,482.34,3.0764,12.71,0.041638,vapor
355.69,0.01,0.0033816,295.72,13.78,16.737,132.88,29.932,38.251,485.33,2.9775,12.862,0.042423,vapor
360.69,0.01,0.0033347,299.88,13.93,16.929,133.41,30.184,38.503,488.29,2.8822,13.012,0.043217,vapor
365.69,0.01,0.0032891,304.03,14.082,17.122,133.94,30.441,38.76,491.21,2.7904,13.162,0.044018,vapor
370.69,0.01,0.0032447,308.19,14.235,17.317,134.47,30.701,39.02,494.11,2.7019,13.31,0.044828,vapor
375.69,0.01,0.0032015,312.35,14.389,17.512,135,30.965,39.284,496.98,2.6166,13.458,0.045647,vapor
380.69,0.01,0.0031595,316.51,14.544,17.709,135.52,31.233,39.551,499.82,2.5343,13.605,0.046473,vapor
385.69,0.01,0.0031185,320.67,14.701,17.908,136.03,31.503,39.822,502.64,2.455,13.752,0.047306,vapor
390.69,0.01,0.0030786,324.83,14.859,18.108,136.55,31.777,40.096,505.43,2.3785,13.897,0.048148,vapor
395.69,0.01,0.0030397,328.98,15.019,18.309,137.06,32.054,40.372,508.2,2.3048,14.042,0.048997,vapor
400.69,0.01,0.0030017,333.14,15.18,18.511,137.57,32.333,40.651,510.95,2.2336,14.186,0.049854,vapor
405.69,0.01,0.0029647,337.3,15.342,18.715,138.08,32.614,40.933,513.68,2.1649,14.329,0.050718,vapor
410.69,0.01,0.0029286,341.46,15.506,18.921,138.58,32.898,41.216,516.38,2.0986,14.471,0.05159,vapor
415.69,0.01,0.0028934,345.62,15.671,19.128,139.08,33.184,41.502,519.06,2.0346,14.613,0.052468,vapor
420.69,0.01,0.002859,349.77,15.838,19.336,139.58,33.472,41.79,521.72,1.9728,14.754,0.053353,vapor
425.69,0.01,0.0028254,353.93,16.006,19.545,140.07,33.762,42.08,524.37,1.9131,14.894,0.054246,vapor
430.69,0.01,0.0027926,358.09,16.176,19.757,140.57,34.053,42.371,526.99,1.8554,15.033,0.055145,vapor
435.69,0.01,0.0027605,362.25,16.347,19.969,141.06,34.346,42.664,529.6,1.7997,15.172,0.05605,vapor
440.69,0.01,0.0027292,366.41,16.519,20.183,141.54,34.64,42.958,532.19,1.7458,15.31,0.056963,vapor
445.69,0.01,0.0026986,370.56,16.693,20.399,142.03,34.936,43.253,534.76,1.6938,15.447,0.057881,vapor
450.69,0.01,0.0026686,374.72,16.869,20.616,142.52,35.232,43.55,537.32,1.6435,15.584,0.058806,vapor
455.69,0.01,0.0026394,378.88,17.045,20.834,143,35.53,43.847,539.86,1.5948,15.719,0.059736,vapor
460.69,0.01,0.0026107,383.04,17.224,21.054,143.48,35.828,44.145,542.39,1.5478,15.855,0.060673,vapor
465.69,0.01,0.0025827,387.2,17.404,21.276,143.96,36.127,44.445,544.9,1.5023,15.989,0.061615,vapor
470.69,0.01,0.0025552,391.35,17.585,21.499,144.43,36.427,44.744,547.39,1.4582,16.123,0.062564,vapor
475.69,0.01,0.0025284,395.51,17.768,21.723,144.91,36.728,45.045,549.87,1.4156,16.257,0.063517,vapor
480.69,0.01,0.0025021,399.67,17.952,21.949,145.38,37.028,45.345,552.34,1.3744,16.389,0.064477,vapor
485.69,0.01,0.0024763,403.83,18.138,22.177,145.85,37.33,45.646,554.8,1.3344,16.521,0.065441,vapor
490.69,0.01,0.0024511,407.99,18.326,22.406,146.32,37.631,45.948,557.24,1.2958,16.653,0.066411,vapor
495.69,0.01,0.0024263,412.14,18.515,22.636,146.79,37.933,46.25,559.67,1.2583,16.784,0.067386,vapor
500.69,0.01,0.0024021,416.3,18.705,22.868,147.25,38.235,46.551,562.08,1.222,16.914,0.068366,vapor
505.69,0.01,0.0023784,420.46,18.897,23.102,147.72,38.537,46.853,564.49,1.1869,17.043,0.069351,vapor
510.69,0.01,0.0023551,424.62,19.09,23.337,148.18,38.838,47.155,566.88,1.1528,17.173,0.07034,vapor
515.69,0.01,0.0023322,428.78,19.285,23.573,148.64,39.14,47.457,569.26,1.1198,17.301,0.071335,vapor
520.69,0.01,0.0023098,432.93,19.482,23.811,149.1,39.442,47.759,571.63,1.0877,17.429,0.072333,vapor
525.69,0.01,0.0022879,437.09,19.68,24.051,149.56,39.744,48.06,573.99,1.0567,17.556,0.073337,vapor
530.69,0.01,0.0022663,441.25,19.879,24.292,150.01,40.045,48.362,576.34,1.0266,17.683,0.074344,vapor
535.69,0.01,0.0022451,445.41,20.08,24.534,150.47,40.346,48.663,578.68,0.99734,17.809,0.075356,vapor
540.69,0.01,0.0022244,449.56,20.283,24.778,150.92,40.647,48.964,581,0.96898,17.935,0.076373,vapor
545.69,0.01,0.002204,453.72,20.487,25.024,151.37,40.948,49.264,583.32,0.94145,18.06,0.077393,vapor
550.69,0.01,0.002184,457.88,20.692,25.271,151.82,41.248,49.564,585.63,0.91473,18.185,0.078417,vapor
555.69,0.01,0.0021643,462.04,20.899,25.52,152.27,41.547,49.864,587.92,0.88879,18.309,0.079445,vapor
560.69,0.01,0.002145,466.19,21.108,25.77,152.72,41.846,50.163,590.21,0.8636,18.433,0.080477,vapor
565.69,0.01,0.0021261,470.35,21.318,26.021,153.17,42.145,50.461,592.49,0.83913,18.556,0.081513,vapor
570.69,0.01,0.0021074,474.51,21.529,26.274,153.61,42.443,50.759,594.76,0.81536,18.679,0.082553,vapor
575.69,0.01,0.0020891,478.67,21.742,26.529,154.06,42.741,51.057,597.02,0.79226,18.801,0.083596,vapor
580.69,0.01,0.0020711,482.83,21.957,26.785,154.5,43.038,51.354,599.27,0.7698,18.922,0.084642,vapor
585.69,0.01,0.0020535,486.98,22.173,27.042,154.94,43.334,51.65,601.51,0.74798,19.044,0.085692,vapor
590.69,0.01,0.0020361,491.14,22.39,27.301,155.38,43.629,51.945,603.74,0.72676,19.164,0.086745,vapor
595.69,0.01,0.002019,495.3,22.609,27.562,155.82,43.924,52.24,605.96,0.70613,19.285,0.087802,vapor
600.69,0.01,0.0020022,499.46,22.829,27.824,156.26,44.218,52.534,608.18,0.68606,19.404,0.088862,vapor
605.69,0.01,0.0019856,503.61,23.051,28.087,156.7,44.512,52.828,610.39,0.66654,19.524,0.089925,vapor
610.69,0.01,0.0019694,507.77,23.274,28.352,157.13,44.805,53.12,612.59,0.64754,19.643,0.090991,vapor
615.69,0.01,0.0019534,511.93,23.499,28.618,157.57,45.096,53.412,614.78,0.62906,19.761,0.09206,vapor
620.69,0.01,0.0019377,516.09,23.725,28.886,158,45.388,53.703,616.96,0.61107,19.879,0.093132,vapor
,0.01,0.0020106,497.35,12.535,17.508,231.23,21.784,30.099,495.3,0.028606,29.51,0.044722,vapor
603.15,0.01,0.001994,501.51,12.644,17.659,231.48,21.814,30.129,497.27,0.013651,29.679,0.045003,vapor
608.15,0.01,0.0019776,505.67,12.753,17.81,231.73,21.844,30.159,499.23,-0.00099183,29.847,0.045283,vapor
613.15,0.01,0.0019615,509.83,12.862,17.96,231.98,21.875,30.19,501.18,-0.01533,30.014,0.045562,vapor
618.15,0.01,0.0019456,513.98,12.972,18.112,232.22,21.906,30.221,503.12,-0.029372,30.181,0.045841,vapor
623.15,0.01,0.00193,518.14,13.081,18.263,232.46,21.937,30.252,505.06,-0.043124,30.347,0.046118,vapor
628.15,0.01,0.0019146,522.3,13.191,18.414,232.71,21.969,30.284,506.98,-0.056595,30.512,0.046395,vapor
633.15,0.01,0.0018995,526.46,13.301,18.566,232.95,22,30.315,508.89,-0.069792,30.677,0.046671,vapor
638.15,0.01,0.0018846,530.61,13.411,18.717,233.18,22.032,30.347,510.79,-0.082721,30.842,0.046947,vapor
